Year,Municipality,Crop,Variety,Farms,Acres,Yield/Acre,t,i,Latitude,Longitude
1996,CLANWILLIAM-ERICKSON,BARLEY,ROBUST,8,963.0,1.404,1,11,50.4833,-99.9167
1996,CLANWILLIAM-ERICKSON,FLAX,NORLIN,4,510.0,0.319,1,11,50.4833,-99.9167
1996,CLANWILLIAM-ERICKSON,OATS,ROBERT,10,922.0,1.135,1,11,50.4833,-99.9167
1996,CLANWILLIAM-ERICKSON,PRAIRIE SPRING WHEAT,AC TABER (HY380),5,1245.0,1.147,1,11,50.4833,-99.9167
1996,CLANWILLIAM-ERICKSON,RED SPRING WHEAT,CDC TEAL (BW 616),5,910.0,1.064,1,11,50.4833,-99.9167
1996,CLANWILLIAM-ERICKSON,RED SPRING WHEAT,KATEPWA,7,974.0,0.71,1,11,50.4833,-99.9167
1996,CLANWILLIAM-ERICKSON,RED SPRING WHEAT,ROBLIN,12,1692.0,0.854,1,11,50.4833,-99.9167
1996,COLDWELL,ALFALFA,COMMON (DELETED),6,813.0,1.539,1,12,,
1996,COLDWELL,ALFALFA/GRASS MIX.,NO VAR (ALF BRM TIM),8,1364.0,2.011,1,12,,
1996,COLDWELL,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),9,1087.0,1.614,1,12,,
1996,COLDWELL,BARLEY,ROBUST,4,741.0,1.367,1,12,,
1996,COLDWELL,OATS,ROBERT,6,529.0,0.912,1,12,,
1996,CORNWALLIS,ALFALFA,ALGONQUIN,4,535.0,0.978,1,13,,
1996,CORNWALLIS,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),6,560.0,2.429,1,13,,
1996,CORNWALLIS,ARGENTINE CANOLA,AC EXCEL(ACS-N1),5,778.0,0.662,1,13,,
1996,CORNWALLIS,ARGENTINE CANOLA,"401 (AV9401,HYOLA 404)",4,918.0,0.74,1,13,,
1996,CORNWALLIS,BARLEY,AC OXBOW (TR226),19,2572.0,1.288,1,13,,
1996,CORNWALLIS,BARLEY,BEDFORD,6,758.0,1.345,1,13,,
1996,CORNWALLIS,BARLEY,ROBUST,12,1647.0,1.468,1,13,,
1996,CORNWALLIS,FALL RYE,PRIMA,3,961.5,0.402,1,13,,
1996,CORNWALLIS,LENTILS,ESTON,3,923.0,0.926,1,13,,
1996,CORNWALLIS,OATS,DUMONT,12,930.0,0.833,1,13,,
1996,CORNWALLIS,OATS,ROBERT,6,716.0,0.777,1,13,,
1996,CORNWALLIS,PRAIRIE SPRING WHEAT,AC TABER (HY380),8,2325.0,1.071,1,13,,
1996,CORNWALLIS,PROC POTATOES-IRRIG,SHEPODY,3,710.0,13.891,1,13,,
1996,CORNWALLIS,RED SPRING WHEAT,AC DOMAIN (BW 148),12,1979.0,1.248,1,13,,
1996,CORNWALLIS,RED SPRING WHEAT,CDC TEAL (BW 616),19,4076.0,0.99,1,13,,
1996,CORNWALLIS,RED SPRING WHEAT,KATEPWA,13,2597.0,1.027,1,13,,
1996,CORNWALLIS,RED SPRING WHEAT,ROBLIN,11,2005.0,0.969,1,13,,
1996,DAUPHIN,ALFALFA,COMMON (DELETED),10,1117.0,2.363,1,14,51.1494,-100.0494
1996,DAUPHIN,ALFALFA/GRASS MIX.,NO VAR (ALF BRM TIM),13,1752.0,2.045,1,14,51.1494,-100.0494
1996,DAUPHIN,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),12,1674.0,1.352,1,14,51.1494,-100.0494
1996,DAUPHIN,ARGENTINE CANOLA,IMPACT (SVO 2412),25,4689.0,0.681,1,14,51.1494,-100.0494
1996,DAUPHIN,ARGENTINE CANOLA,INNOVATOR (HCN 92) (LT),10,1298.0,0.653,1,14,51.1494,-100.0494
1996,DAUPHIN,ARGENTINE CANOLA,JEWEL (PR 2613),12,1655.0,0.668,1,14,51.1494,-100.0494
1996,DAUPHIN,ARGENTINE CANOLA,LEGACY (SVO 2411),11,1467.0,0.661,1,14,51.1494,-100.0494
1996,DAUPHIN,ARGENTINE CANOLA,QUANTUM (91-21864 NA),32,3960.0,0.722,1,14,51.1494,-100.0494
1996,DAUPHIN,ARGENTINE CANOLA,STALLION (TT),8,1553.0,0.53,1,14,51.1494,-100.0494
1996,DAUPHIN,ARGENTINE CANOLA,"401 (AV9401,HYOLA 404)",33,4863.0,0.766,1,14,51.1494,-100.0494
1996,DAUPHIN,ARGENTINE CANOLA,45A71 (NS1471)(ST),16,2424.0,0.722,1,14,51.1494,-100.0494
1996,DAUPHIN,BARLEY,AC LACOMBE (BT 634),7,1135.0,1.469,1,14,51.1494,-100.0494
1996,DAUPHIN,BARLEY,AC OXBOW (TR226),12,1465.0,1.432,1,14,51.1494,-100.0494
1996,DAUPHIN,BARLEY,BEDFORD,24,3257.0,1.213,1,14,51.1494,-100.0494
1996,DAUPHIN,BARLEY,ROBUST,20,3000.0,1.54,1,14,51.1494,-100.0494
1996,DAUPHIN,BARLEY,VIRDEN,7,549.0,1.024,1,14,51.1494,-100.0494
1996,DAUPHIN,EXTRA STRONG WHEAT,GLENLEA,24,3585.0,1.163,1,14,51.1494,-100.0494
1996,DAUPHIN,FALL RYE,PRIMA,8,577.0,1.082,1,14,51.1494,-100.0494
1996,DAUPHIN,FIELD PEAS,MONTANA,9,1274.0,0.961,1,14,51.1494,-100.0494
1996,DAUPHIN,FLAX,FLANDERS (FP 859),5,656.0,0.629,1,14,51.1494,-100.0494
1996,DAUPHIN,FLAX,NORMAN,9,1363.0,0.563,1,14,51.1494,-100.0494
1996,DAUPHIN,FLAX,SOMME (FP 855),32,4510.0,0.525,1,14,51.1494,-100.0494
1996,DAUPHIN,FLAX,947 (LINOLA 947),6,713.0,0.492,1,14,51.1494,-100.0494
1996,DAUPHIN,GRASSES,COMMON (TIM & BROMGRS)(DELETED),4,505.0,1.144,1,14,51.1494,-100.0494
1996,DAUPHIN,GRASSES,COMMON (TIMOTHY)(DELETED),5,727.0,1.003,1,14,51.1494,-100.0494
1996,DAUPHIN,OATS,ROBERT,99,13856.0,1.316,1,14,51.1494,-100.0494
1996,DAUPHIN,PRAIRIE SPRING WHEAT,AC TABER (HY380),17,3631.0,1.357,1,14,51.1494,-100.0494
1996,DAUPHIN,PRAIRIE SPRING WHEAT,OSLO,4,580.0,1.388,1,14,51.1494,-100.0494
1996,DAUPHIN,RED SPRING WHEAT,AC BARRIE (BW 661),6,639.0,1.376,1,14,51.1494,-100.0494
1996,DAUPHIN,RED SPRING WHEAT,AC DOMAIN (BW 148),74,16604.0,1.092,1,14,51.1494,-100.0494
1996,DAUPHIN,RED SPRING WHEAT,AC MINTO (BW 120),9,2487.0,0.977,1,14,51.1494,-100.0494
1996,DAUPHIN,RED SPRING WHEAT,CDC TEAL (BW 616),51,14363.0,1.104,1,14,51.1494,-100.0494
1996,DAUPHIN,RED SPRING WHEAT,COLUMBUS,4,564.0,1.103,1,14,51.1494,-100.0494
1996,DAUPHIN,RED SPRING WHEAT,KATEPWA,19,4925.0,0.99,1,14,51.1494,-100.0494
1996,DAUPHIN,RED SPRING WHEAT,ROBLIN,27,5209.0,0.946,1,14,51.1494,-100.0494
1996,DELORAINE-WINCHESTER,ALFALFA,ALGONQUIN,12,1142.0,2.113,1,15,,
1996,DELORAINE-WINCHESTER,ARGENTINE CANOLA,EBONY <MONSANTO> |PR 2610|,5,532.0,0.732,1,15,,
1996,DELORAINE-WINCHESTER,ARGENTINE CANOLA,INNOVATOR (HCN 92) (LT),6,993.0,0.628,1,15,,
1996,DELORAINE-WINCHESTER,ARGENTINE CANOLA,QUANTUM (91-21864 NA),33,5620.0,0.626,1,15,,
1996,DELORAINE-WINCHESTER,BARLEY,BEDFORD,17,1802.0,1.28,1,15,,
1996,DELORAINE-WINCHESTER,BARLEY,EXCEL (M52),25,3753.0,1.493,1,15,,
1996,DELORAINE-WINCHESTER,BARLEY,MANLEY (TR 490),5,552.0,0.731,1,15,,
1996,DELORAINE-WINCHESTER,BARLEY,ROBUST,21,2878.0,1.3,1,15,,
1996,DELORAINE-WINCHESTER,BARLEY,STANDER,5,1361.0,1.326,1,15,,
1996,DELORAINE-WINCHESTER,DURUM WHEAT,KYLE,4,2576.0,0.999,1,15,,
1996,DELORAINE-WINCHESTER,DURUM WHEAT,MEDORA,9,2218.0,0.986,1,15,,
1996,DELORAINE-WINCHESTER,DURUM WHEAT,PLENTY (DT 606),27,4925.0,1.043,1,15,,
1996,DELORAINE-WINCHESTER,DURUM WHEAT,SCEPTRE,6,1840.0,1.049,1,15,,
1996,DELORAINE-WINCHESTER,FIELD PEAS,GRANDE (SVC40143),6,687.0,0.777,1,15,,
1996,DELORAINE-WINCHESTER,FLAX,FLANDERS (FP 859),10,1615.0,0.539,1,15,,
1996,DELORAINE-WINCHESTER,FLAX,NORLIN,11,1146.0,0.583,1,15,,
1996,DELORAINE-WINCHESTER,OATS,ROBERT,22,2035.0,1.032,1,15,,
1996,DELORAINE-WINCHESTER,PRAIRIE SPRING WHEAT,AC TABER (HY380),17,4156.0,1.041,1,15,,
1996,DELORAINE-WINCHESTER,RED SPRING WHEAT,AC DOMAIN (BW 148),7,1326.0,1.061,1,15,,
1996,DELORAINE-WINCHESTER,RED SPRING WHEAT,CDC TEAL (BW 616),76,26435.0,0.989,1,15,,
1996,DELORAINE-WINCHESTER,RED SPRING WHEAT,COLUMBUS,22,4615.0,0.838,1,15,,
1996,DELORAINE-WINCHESTER,RED SPRING WHEAT,INVADER(BW 158),5,675.0,0.771,1,15,,
1996,DELORAINE-WINCHESTER,RED SPRING WHEAT,KATEPWA,13,3920.0,0.917,1,15,,
1996,DELORAINE-WINCHESTER,RED SPRING WHEAT,PASQUA (BW 114),4,1372.0,0.868,1,15,,
1996,DELORAINE-WINCHESTER,RED SPRING WHEAT,ROBLIN,4,1912.0,0.969,1,15,,
1996,DESALABERRY,ARGENTINE CANOLA,CRUSHER (SV0 2406),10,1311.0,0.71,1,16,,
1996,DESALABERRY,ARGENTINE CANOLA,EBONY <MONSANTO> |PR 2610|,7,835.0,0.795,1,16,,
1996,DESALABERRY,ARGENTINE CANOLA,QUANTUM (91-21864 NA),10,973.0,0.772,1,16,,
1996,DESALABERRY,ARGENTINE CANOLA,3310 (PR3095),3,580.0,0.826,1,16,,
1996,DESALABERRY,ARGENTINE CANOLA,"401 (AV9401,HYOLA 404)",29,4326.0,0.791,1,16,,
1996,DESALABERRY,BARLEY,BEDFORD,21,3053.0,1.382,1,16,,
1996,DESALABERRY,BARLEY,MANLEY (TR 490),3,506.0,1.148,1,16,,
1996,DESALABERRY,BARLEY,ROBUST,26,3968.0,1.681,1,16,,
1996,DESALABERRY,BARLEY,STANDER,32,5340.0,1.655,1,16,,
1996,DESALABERRY,CANARYSEED,ELIAS,5,640.0,0.603,1,16,,
1996,DESALABERRY,CANARYSEED,KEET,18,2616.0,0.625,1,16,,
1996,DESALABERRY,FLAX,MCGREGOR,6,754.0,0.734,1,16,,
1996,DESALABERRY,FLAX,NORLIN,36,5442.0,0.638,1,16,,
1996,DESALABERRY,FLAX,NORMAN,6,1273.0,0.601,1,16,,
1996,DESALABERRY,FLAX,SOMME (FP 855),5,666.0,0.506,1,16,,
1996,DESALABERRY,OATS,RIEL,24,5320.0,1.421,1,16,,
1996,DESALABERRY,OATS,ROBERT,59,10539.0,1.265,1,16,,
1996,DESALABERRY,RED SPRING WHEAT,AC DOMAIN (BW 148),54,13323.0,1.109,1,16,,
1996,DESALABERRY,RED SPRING WHEAT,KATEPWA,32,8835.0,1.148,1,16,,
1996,DESALABERRY,RED SPRING WHEAT,PASQUA (BW 114),16,4636.0,0.942,1,16,,
1996,DESALABERRY,RED SPRING WHEAT,ROBLIN,10,1571.0,1.053,1,16,,
1996,DESALABERRY,SUGAR BEETS,HILLESHOG MONO 7022,4,650.0,15.033,1,16,,
1996,DUFFERIN,ARGENTINE CANOLA,CRUSHER (SV0 2406),13,752.0,0.79,1,17,,
1996,DUFFERIN,ARGENTINE CANOLA,EBONY <MONSANTO> |PR 2610|,7,748.0,0.842,1,17,,
1996,DUFFERIN,ARGENTINE CANOLA,GLOBAL,13,1819.0,0.743,1,17,,
1996,DUFFERIN,ARGENTINE CANOLA,QUANTUM (91-21864 NA),17,1328.0,0.776,1,17,,
1996,DUFFERIN,ARGENTINE CANOLA,"401 (AV9401,HYOLA 404)",49,9403.0,0.841,1,17,,
1996,DUFFERIN,BARLEY,BEDFORD,27,2666.0,1.315,1,17,,
1996,DUFFERIN,BARLEY,EXCEL (M52),12,1605.0,1.659,1,17,,
1996,DUFFERIN,BARLEY,FALCON,7,672.0,1.478,1,17,,
1996,DUFFERIN,BARLEY,ROBUST,20,1738.0,1.539,1,17,,
1996,DUFFERIN,BARLEY,STANDER,29,4898.0,1.753,1,17,,
1996,DUFFERIN,BUCKWHEAT,MANOR,11,513.0,0.326,1,17,,
1996,DUFFERIN,CANARYSEED,ELIAS,7,859.0,0.572,1,17,,
1996,DUFFERIN,EXTRA STRONG WHEAT,GLENLEA,32,5014.0,1.046,1,17,,
1996,DUFFERIN,FALL RYE,PRIMA,8,1369.0,1.026,1,17,,
1996,DUFFERIN,FLAX,FLANDERS (FP 859),14,1760.0,0.503,1,17,,
1996,DUFFERIN,FLAX,NORLIN,14,1671.0,0.497,1,17,,
1996,DUFFERIN,FLAX,NORMAN,11,1311.0,0.492,1,17,,
1996,DUFFERIN,FLAX,947 (LINOLA 947),7,785.0,0.474,1,17,,
1996,DUFFERIN,GRAIN CORN,PICKSEED 2290,4,650.0,1.353,1,17,,
1996,DUFFERIN,GRAIN CORN,PIONEER 3984 (X0752A),39,5124.0,2.39,1,17,,
1996,DUFFERIN,GRAIN CORN,PRIDE K101,13,1247.0,2.131,1,17,,
1996,DUFFERIN,GRAIN CORN,P3979 <PIONEER>,35,5267.0,2.289,1,17,,
1996,DUFFERIN,NON-OIL SUNFLOWERS,PIONEER D-131,7,830.0,0.91,1,17,,
1996,DUFFERIN,NON-OIL SUNFLOWERS,PIONEER D-151,5,576.0,0.866,1,17,,
1996,DUFFERIN,NON-OIL SUNFLOWERS,6946 <SEEDS2000>,15,1628.0,0.775,1,17,,
1996,DUFFERIN,OATS,AC PREAKNESS (OT262),5,555.0,1.539,1,17,,
1996,DUFFERIN,OATS,RIEL,83,13767.0,1.245,1,17,,
1996,DUFFERIN,OATS,ROBERT,30,3324.0,0.963,1,17,,
1996,DUFFERIN,PINTO BEANS,OTHELLO,16,2065.0,0.499,1,17,,
1996,DUFFERIN,PINTO BEANS,TOPAZ,13,1125.0,0.514,1,17,,
1996,DUFFERIN,POLISH CANOLA,HYSYN 110,10,1480.0,0.32,1,17,,
1996,DUFFERIN,PRAIRIE SPRING WHEAT,BIGGAR (HY 368),3,870.0,1.172,1,17,,
1996,DUFFERIN,PROC POTATOES-DRYLND,RUSSET BURBANK (GEMS),3,930.0,12.574,1,17,,
1996,DUFFERIN,PROC POTATOES-IRRIG,RUSSET BURBANK (GEMS),3,1296.0,12.915,1,17,,
1996,DUFFERIN,RED SPRING WHEAT,AC CORA (BW 152),17,1707.0,1.309,1,17,,
1996,DUFFERIN,RED SPRING WHEAT,AC DOMAIN (BW 148),79,18212.0,1.132,1,17,,
1996,DUFFERIN,RED SPRING WHEAT,KATEPWA,46,8964.0,1.191,1,17,,
1996,DUFFERIN,RED SPRING WHEAT,ROBLIN,16,2701.0,0.909,1,17,,
1996,DUFFERIN,WHITE PEA BEANS,ENVOY,10,926.0,0.742,1,17,,
1996,DUFFERIN,WHITE PEA BEANS,MITCHELL,20,3116.0,0.638,1,17,,
1996,DUFFERIN,WINTER WHEAT,CDC KESTREL (W202),4,598.0,1.75,1,17,,
1996,ELLICE-ARCHIE,ALFALFA/GRASS MIX.,NO VAR (ALF & MEADOW BROME),3,730.0,0.864,1,19,50.3167,-101.3667
1996,ELLICE-ARCHIE,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),12,784.0,1.569,1,19,50.3167,-101.3667
1996,ELLICE-ARCHIE,ARGENTINE CANOLA,AC EXCEL(ACS-N1),7,925.0,0.536,1,19,50.3167,-101.3667
1996,ELLICE-ARCHIE,ARGENTINE CANOLA,CRUSHER (SV0 2406),6,1132.0,0.564,1,19,50.3167,-101.3667
1996,ELLICE-ARCHIE,ARGENTINE CANOLA,EBONY <MONSANTO> |PR 2610|,3,545.0,0.667,1,19,50.3167,-101.3667
1996,ELLICE-ARCHIE,ARGENTINE CANOLA,JEWEL (PR 2613),4,557.0,0.806,1,19,50.3167,-101.3667
1996,ELLICE-ARCHIE,ARGENTINE CANOLA,QUANTUM (91-21864 NA),21,2249.0,0.645,1,19,50.3167,-101.3667
1996,ELLICE-ARCHIE,ARGENTINE CANOLA,"401 (AV9401,HYOLA 404)",6,1262.0,0.772,1,19,50.3167,-101.3667
1996,ELLICE-ARCHIE,BARLEY,AC OXBOW (TR226),5,559.0,1.226,1,19,50.3167,-101.3667
1996,ELLICE-ARCHIE,BARLEY,ARGYLE,7,614.0,1.433,1,19,50.3167,-101.3667
1996,ELLICE-ARCHIE,BARLEY,BEDFORD,4,650.0,1.275,1,19,50.3167,-101.3667
1996,ELLICE-ARCHIE,BARLEY,CDC BUCK,3,760.0,0.995,1,19,50.3167,-101.3667
1996,ELLICE-ARCHIE,BARLEY,HARRINGTON,6,1607.0,1.126,1,19,50.3167,-101.3667
1996,ELLICE-ARCHIE,BARLEY,MANLEY (TR 490),32,5231.0,1.111,1,19,50.3167,-101.3667
1996,ELLICE-ARCHIE,BARLEY,ROBUST,4,531.0,1.29,1,19,50.3167,-101.3667
1996,ELLICE-ARCHIE,EXTRA STRONG WHEAT,GLENLEA,10,1841.0,1.043,1,19,50.3167,-101.3667
1996,ELLICE-ARCHIE,FIELD PEAS,DANTO,8,1054.0,0.975,1,19,50.3167,-101.3667
1996,ELLICE-ARCHIE,FLAX,NORLIN,3,620.0,0.414,1,19,50.3167,-101.3667
1996,ELLICE-ARCHIE,FLAX,SOMME (FP 855),6,579.0,0.629,1,19,50.3167,-101.3667
1996,ELLICE-ARCHIE,OATS,DUMONT,39,4880.0,1.034,1,19,50.3167,-101.3667
1996,ELLICE-ARCHIE,OATS,ROBERT,8,948.0,1.098,1,19,50.3167,-101.3667
1996,ELLICE-ARCHIE,PRAIRIE SPRING WHEAT,AC KARMA (HY 395),5,686.0,1.305,1,19,50.3167,-101.3667
1996,ELLICE-ARCHIE,PRAIRIE SPRING WHEAT,AC TABER (HY380),11,4158.0,0.849,1,19,50.3167,-101.3667
1996,ELLICE-ARCHIE,PRAIRIE SPRING WHEAT,BIGGAR (HY 368),7,800.0,1.128,1,19,50.3167,-101.3667
1996,ELLICE-ARCHIE,PRAIRIE SPRING WHEAT,GENESIS (HY 355),3,1130.0,1.145,1,19,50.3167,-101.3667
1996,ELLICE-ARCHIE,RED SPRING WHEAT,AC DOMAIN (BW 148),10,2346.0,1.049,1,19,50.3167,-101.3667
1996,ELLICE-ARCHIE,RED SPRING WHEAT,CDC TEAL (BW 616),46,13605.0,0.884,1,19,50.3167,-101.3667
1996,ELLICE-ARCHIE,RED SPRING WHEAT,INVADER(BW 158),4,777.0,0.925,1,19,50.3167,-101.3667
1996,ELLICE-ARCHIE,RED SPRING WHEAT,KATEPWA,14,4344.0,0.971,1,19,50.3167,-101.3667
1996,ELLICE-ARCHIE,RED SPRING WHEAT,ROBLIN,13,2559.0,0.83,1,19,50.3167,-101.3667
1996,ELTON,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),8,556.0,1.703,1,20,,
1996,ELTON,ARGENTINE CANOLA,CORONET (SWO2502),12,1336.0,0.726,1,20,,
1996,ELTON,ARGENTINE CANOLA,EBONY <MONSANTO> |PR 2610|,7,828.0,0.699,1,20,,
1996,ELTON,ARGENTINE CANOLA,INNOVATOR (HCN 92) (LT),12,1793.0,0.711,1,20,,
1996,ELTON,ARGENTINE CANOLA,LEGACY (SVO 2411),4,503.0,0.661,1,20,,
1996,ELTON,ARGENTINE CANOLA,QUANTUM (91-21864 NA),39,5229.0,0.703,1,20,,
1996,ELTON,ARGENTINE CANOLA,"401 (AV9401,HYOLA 404)",34,5825.8,0.801,1,20,,
1996,ELTON,ARGENTINE CANOLA,45A71 (NS1471)(ST),5,965.0,0.734,1,20,,
1996,ELTON,BARLEY,AC LACOMBE (BT 634),8,1048.0,1.461,1,20,,
1996,ELTON,BARLEY,AC OXBOW (TR226),4,774.0,1.477,1,20,,
1996,ELTON,BARLEY,BEDFORD,8,555.0,1.385,1,20,,
1996,ELTON,BARLEY,DEUCE,6,915.0,1.4,1,20,,
1996,ELTON,BARLEY,EXCEL (M52),9,1288.0,1.546,1,20,,
1996,ELTON,BARLEY,MANLEY (TR 490),13,1583.0,1.369,1,20,,
1996,ELTON,BARLEY,ROBUST,9,1773.0,1.292,1,20,,
1996,ELTON,DURUM WHEAT,SCEPTRE,22,5732.8,1.061,1,20,,
1996,ELTON,EXTRA STRONG WHEAT,GLENLEA,5,880.0,1.084,1,20,,
1996,ELTON,FIELD PEAS,GRANDE (SVC40143),5,862.0,0.919,1,20,,
1996,ELTON,FLAX,FLANDERS (FP 859),29,4758.0,0.713,1,20,,
1996,ELTON,FLAX,NORMAN,7,758.0,0.568,1,20,,
1996,ELTON,FLAX,SOMME (FP 855),19,2651.0,0.622,1,20,,
1996,ELTON,OATS,DUMONT,14,1105.0,0.959,1,20,,
1996,ELTON,OATS,ROBERT,7,550.0,1.145,1,20,,
1996,ELTON,PRAIRIE SPRING WHEAT,AC TABER (HY380),38,7610.0,1.287,1,20,,
1996,ELTON,RED SPRING WHEAT,AC DOMAIN (BW 148),34,8499.7,1.109,1,20,,
1996,ELTON,RED SPRING WHEAT,CDC TEAL (BW 616),54,13664.0,1.014,1,20,,
1996,ELTON,RED SPRING WHEAT,KATEPWA,12,1356.0,1.012,1,20,,
1996,ELTON,RED SPRING WHEAT,ROBLIN,45,10555.0,0.959,1,20,,
1996,EMERSON-FRANKLIN,ALFALFA,COMMON (DELETED),8,600.0,2.504,1,21,,
1996,EMERSON-FRANKLIN,ALFALFA/GRASS MIX.,NO VAR (ALF & TIM),6,605.0,1.734,1,21,,
1996,EMERSON-FRANKLIN,ARGENTINE CANOLA,CRUSHER (SV0 2406),3,635.0,0.834,1,21,,
1996,EMERSON-FRANKLIN,ARGENTINE CANOLA,GARRISON (AO 337),4,1195.0,0.759,1,21,,
1996,EMERSON-FRANKLIN,ARGENTINE CANOLA,QUANTUM (91-21864 NA),24,2475.0,0.651,1,21,,
1996,EMERSON-FRANKLIN,ARGENTINE CANOLA,"401 (AV9401,HYOLA 404)",24,4250.0,0.721,1,21,,
1996,EMERSON-FRANKLIN,ARGENTINE CANOLA,45A71 (NS1471)(ST),9,1675.0,0.582,1,21,,
1996,EMERSON-FRANKLIN,ARGENTINE CANOLA,46A05 (NS0705),9,2028.0,0.741,1,21,,
1996,EMERSON-FRANKLIN,BARLEY,BEDFORD,13,1659.0,1.416,1,21,,
1996,EMERSON-FRANKLIN,BARLEY,FALCON,3,503.0,1.37,1,21,,
1996,EMERSON-FRANKLIN,BARLEY,ROBUST,10,1547.0,1.493,1,21,,
1996,EMERSON-FRANKLIN,BARLEY,STANDER,36,8537.0,1.566,1,21,,
1996,EMERSON-FRANKLIN,CANARYSEED,ELIAS,11,1706.0,0.555,1,21,,
1996,EMERSON-FRANKLIN,CANARYSEED,KEET,13,2627.0,0.549,1,21,,
1996,EMERSON-FRANKLIN,FABABEANS,ALADIN,5,653.0,1.203,1,21,,
1996,EMERSON-FRANKLIN,FIELD PEAS,CARNEVAL (SVE36121),10,1387.0,1.031,1,21,,
1996,EMERSON-FRANKLIN,FIELD PEAS,CELESTE,8,675.0,0.826,1,21,,
1996,EMERSON-FRANKLIN,FLAX,AC MCDUFF,7,1177.0,0.62,1,21,,
1996,EMERSON-FRANKLIN,FLAX,NORLIN,40,9246.0,0.519,1,21,,
1996,EMERSON-FRANKLIN,FLAX,NORMAN,13,3308.0,0.501,1,21,,
1996,EMERSON-FRANKLIN,FLAX,947 (LINOLA 947),7,1553.0,0.589,1,21,,
1996,EMERSON-FRANKLIN,OATS,DUMONT,4,580.0,1.282,1,21,,
1996,EMERSON-FRANKLIN,OATS,RIEL,61,12899.0,1.421,1,21,,
1996,EMERSON-FRANKLIN,OATS,ROBERT,19,3966.0,1.206,1,21,,
1996,EMERSON-FRANKLIN,POLISH CANOLA,HYSYN 110,5,869.0,0.527,1,21,,
1996,EMERSON-FRANKLIN,PRAIRIE SPRING WHEAT,BIGGAR (HY 368),3,1498.0,1.175,1,21,,
1996,EMERSON-FRANKLIN,RED SPRING WHEAT,AC CORA (BW 152),14,1743.0,1.168,1,21,,
1996,EMERSON-FRANKLIN,RED SPRING WHEAT,AC DOMAIN (BW 148),45,11934.0,1.145,1,21,,
1996,EMERSON-FRANKLIN,RED SPRING WHEAT,KATEPWA,64,22836.0,1.11,1,21,,
1996,EMERSON-FRANKLIN,RED SPRING WHEAT,ROBLIN,18,4184.0,0.974,1,21,,
1996,ETHELBERT,ALFALFA/GRASS MIX.,NO VAR (ALF & TIM),6,645.0,0.955,1,22,,
1996,ETHELBERT,ARGENTINE CANOLA,QUANTUM (91-21864 NA),10,893.0,0.524,1,22,,
1996,ETHELBERT,BARLEY,B1602 (BT 922),4,836.0,1.19,1,22,,
1996,ETHELBERT,EXTRA STRONG WHEAT,GLENLEA,12,1672.0,0.819,1,22,,
1996,ETHELBERT,FLAX,SOMME (FP 855),4,550.0,0.505,1,22,,
1996,ETHELBERT,OATS,ROBERT,28,3067.0,0.89,1,22,,
1996,ETHELBERT,RED SPRING WHEAT,AC DOMAIN (BW 148),6,635.0,0.966,1,22,,
1996,ETHELBERT,RED SPRING WHEAT,CDC TEAL (BW 616),26,4795.0,0.857,1,22,,
1996,ETHELBERT,RED SPRING WHEAT,COLUMBUS,7,1053.0,0.724,1,22,,
1996,ETHELBERT,RED SPRING WHEAT,KATEPWA,9,1019.0,0.732,1,22,,
1996,ETHELBERT,RED SPRING WHEAT,ROBLIN,3,719.0,0.677,1,22,,
1996,FISHER,ALFALFA,COMMON (DELETED),16,1607.0,2.596,1,23,51.0833,-97.5833
1996,FISHER,ALFALFA/GRASS MIX.,NO VAR (ALF BRM TIM),9,671.0,1.722,1,23,51.0833,-97.5833
1996,FISHER,ARGENTINE CANOLA,QUANTUM (91-21864 NA),6,773.0,0.684,1,23,51.0833,-97.5833
1996,FISHER,ARGENTINE CANOLA,"401 (AV9401,HYOLA 404)",14,2563.0,0.836,1,23,51.0833,-97.5833
1996,FISHER,BARLEY,AC LACOMBE (BT 634),11,1393.0,1.533,1,23,51.0833,-97.5833
1996,FISHER,BARLEY,EXCEL (M52),7,1530.0,1.615,1,23,51.0833,-97.5833
1996,FISHER,BARLEY,FALCON,7,1657.0,1.152,1,23,51.0833,-97.5833
1996,FISHER,BARLEY,ROBUST,17,1721.0,1.109,1,23,51.0833,-97.5833
1996,FISHER,BARLEY,STANDER,11,1579.0,1.621,1,23,51.0833,-97.5833
1996,FISHER,PED. ALFALFA SEED,ALGONQUIN,8,954.3,0.151,1,23,51.0833,-97.5833
1996,FISHER,PED. TIMOTHY SEED,CLIMAX,8,585.0,0.09,1,23,51.0833,-97.5833
1996,FISHER,POLISH CANOLA,HYSYN 110,19,1298.0,0.419,1,23,51.0833,-97.5833
1996,FISHER,POLISH CANOLA,MAVERICK (SVO3902),10,1112.0,0.318,1,23,51.0833,-97.5833
1996,FISHER,RED SPRING WHEAT,AC CORA (BW 152),6,744.0,1.278,1,23,51.0833,-97.5833
1996,FISHER,RED SPRING WHEAT,AC DOMAIN (BW 148),14,4142.0,0.76,1,23,51.0833,-97.5833
